IND	SRC_TYPE	TARGET	CL_ID	FILE_ACCESSION	CL_NAME
2072	HM	H3K9ac	CL:0000103	ENCFF542YMA	bipolar neuron
2073	HM	H3K9me2	CL:0000103	ENCFF594BQZ	bipolar neuron
2074	HM	H3K9me3	CL:0000103	ENCFF981HQG	bipolar neuron
2075	HM	H4K20me1	CL:0000103	ENCFF349DRG	bipolar neuron
2076	HM	H3K27me3	CL:0010021	ENCFF661AXU	cardiac myoblast
2077	HM	H3K36me3	CL:0010021	ENCFF410DPH	cardiac myoblast
2078	HM	H3K4me3	CL:0010021	ENCFF270SFJ	cardiac myoblast
2079	HM	H3K27me3	CL:0002664	ENCFF430OGP	cardiovascular progenitor cell
2080	HM	H3K36me3	CL:0002664	ENCFF485KLR	cardiovascular progenitor cell
2081	HM	H3K4me3	CL:0002664	ENCFF863IMR	cardiovascular progenitor cell
2082	HM	H3K27me3	CL:0000222	ENCFF407YUE	mesodermal cell
2083	TF	CTCF	EFO:0002095	ENCFF515MZT	22Rv1
2084	TF	ZFX	EFO:0002095	ENCFF301JVT	22Rv1
2085	TF	ATOH8	EFO:0001086	ENCFF520POQ	A549
2086	TF	BCL3	EFO:0001086	ENCFF008SZM	A549
2087	TF	BHLHE40	EFO:0001086	ENCFF808XJN	A549
2088	TF	CBX8	EFO:0001086	ENCFF552VXR	A549
2089	TF	CEBPB	EFO:0001086	ENCFF155LGO	A549
2090	TF	CHD2	EFO:0001086	ENCFF757QNZ	A549
2091	TF	CHD4	EFO:0001086	ENCFF669UYG	A549
2092	TF	CTCF	EFO:0001086	ENCFF624ZSR	A549
2093	TF	E2F6	EFO:0001086	ENCFF786NAO	A549
2094	TF	EHF	EFO:0001086	ENCFF507RLU	A549
2095	TF	EHMT2	EFO:0001086	ENCFF399ZUJ	A549
2096	TF	ELK1	EFO:0001086	ENCFF486IUH	A549
2097	TF	EP300	EFO:0001086	ENCFF143OQP	A549
2098	TF	ESRRA	EFO:0001086	ENCFF039TWK	A549
2099	TF	FOSB	EFO:0001086	ENCFF133ZSB	A549
2100	TF	FOSL2	EFO:0001086	ENCFF232TVP	A549
2101	TF	FOXF2	EFO:0001086	ENCFF109ADF	A549
2102	TF	FOXS1	EFO:0001086	ENCFF016TWL	A549
2103	TF	GATA3	EFO:0001086	ENCFF517TKD	A549
2104	TF	HDAC2	EFO:0001086	ENCFF169BSN	A549
2105	TF	HES2	EFO:0001086	ENCFF209ZVL	A549
2106	TF	HEYL	EFO:0001086	ENCFF876JKA	A549
2107	TF	HMGA2	EFO:0001086	ENCFF835PIH	A549
2108	TF	HMGXB4	EFO:0001086	ENCFF708HLM	A549
2109	TF	HOXA7	EFO:0001086	ENCFF670UIE	A549
2110	TF	HOXB13	EFO:0001086	ENCFF641ZFM	A549
2111	TF	HOXB5	EFO:0001086	ENCFF634TZG	A549
2112	TF	JUN	EFO:0001086	ENCFF329CUQ	A549
2113	TF	JUNB	EFO:0001086	ENCFF988QUL	A549
2114	TF	KDM1A	EFO:0001086	ENCFF693LFI	A549
2115	TF	KDM5A	EFO:0001086	ENCFF702XIF	A549
2116	TF	MAFK	EFO:0001086	ENCFF129FEV	A549
2117	TF	MAX	EFO:0001086	ENCFF713RHL	A549
2118	TF	MAZ	EFO:0001086	ENCFF652DIB	A549
2119	TF	MYC	EFO:0001086	ENCFF598BZD	A549
2120	TF	NFE2L2	EFO:0001086	ENCFF373NIO	A549
2121	TF	NPAS2	EFO:0001086	ENCFF011GNA	A549
2122	TF	NR2E3	EFO:0001086	ENCFF404ASR	A549
2123	TF	NR5A2	EFO:0001086	ENCFF507JZI	A549
2124	TF	PBX1	EFO:0001086	ENCFF992LDJ	A549
2125	TF	PBX3	EFO:0001086	ENCFF656HFI	A549
2126	TF	PHF8	EFO:0001086	ENCFF307JCM	A549
2127	TF	POLR2A	EFO:0001086	ENCFF681MRC	A549
2128	TF	POLR2AphosphoS2	EFO:0001086	ENCFF215KQQ	A549
2129	TF	PRDM1	EFO:0001086	ENCFF719BHI	A549
2130	TF	RAD21	EFO:0001086	ENCFF136LON	A549
2131	TF	RARB	EFO:0001086	ENCFF201DBE	A549
2132	TF	RCOR1	EFO:0001086	ENCFF029VWV	A549
2133	TF	REST	EFO:0001086	ENCFF814JWH	A549
2134	TF	RFX5	EFO:0001086	ENCFF796TMZ	A549
2135	TF	RNF2	EFO:0001086	ENCFF469DNJ	A549
2136	TF	SIN3A	EFO:0001086	ENCFF639RSC	A549
2137	TF	SMC3	EFO:0001086	ENCFF146MNV	A549
2138	TF	SREBF1	EFO:0001086	ENCFF486BXB	A549
2139	TF	SREBF2	EFO:0001086	ENCFF716VWY	A549
2140	TF	TEAD4	EFO:0001086	ENCFF766VUQ	A549
2141	TF	TFCP2L1	EFO:0001086	ENCFF679WUD	A549
2142	TF	TP53	EFO:0001086	ENCFF699UTZ	A549
2143	TF	TP63	EFO:0001086	ENCFF669RAT	A549
2144	TF	USF2	EFO:0001086	ENCFF455TWM	A549
2145	TF	ZC3H11A	EFO:0001086	ENCFF390AZA	A549
2146	TF	ZFP36	EFO:0001086	ENCFF761QLX	A549
2147	TF	ZNF302	EFO:0001086	ENCFF857LEC	A549
2148	TF	ZNF624	EFO:0001086	ENCFF439SWX	A549
2149	TF	ZSCAN20	EFO:0001086	ENCFF079MYL	A549
2150	TF	CTCF	EFO:0002106	ENCFF276PNH	A673
2151	TF	EZH2	EFO:0002106	ENCFF807XMX	A673
2152	TF	CTCF	CLO:0034837	ENCFF202MOM	AG04449
2153	TF	CTCF	EFO:0006270	ENCFF873FBD	AG04450
2154	TF	CTCF	CLO:0021752	ENCFF693KJZ	AG09309
2155	TF	CTCF	CLO:0021754	ENCFF287MQJ	AG09319
2156	TF	CTCF	CLO:0021511	ENCFF926VWC	AG10803
2157	TF	CTCF	CL:0000236	ENCFF292JVA	B cell
2158	TF	EZH2	CL:0000236	ENCFF890KQX	B cell
2159	TF	CTCF	EFO:0005725	ENCFF976PML	BE2C
2160	TF	CTCF	EFO:0002779	ENCFF518RUC	BJ
2161	TF	Cebpa-rat	EFO:0030018	ENCFF770UYA	BLaER1
2162	TF	CTCF	EFO:0006365	ENCFF700AVT	C4-2B
2163	TF	ZFX	EFO:0006365	ENCFF160AXQ	C4-2B
2164	TF	CTCF	CL:0001054	ENCFF476EKR	CD14-positive monocyte
2165	TF	CTCF	CL:0000624	ENCFF858TLX	CD4-positive, alpha-beta T cell
2166	TF	CTCF	CL:0000625	ENCFF758CQW	CD8-positive, alpha-beta T cell
2167	TF	CTCF	EFO:0001099	ENCFF213NSB	Caco-2
2168	TF	CTCF	EFO:0002819	ENCFF511NNV	Calu3
2169	TF	CTCF	EFO:0005696	ENCFF364SUA	D721Med
2170	TF	CTCF	EFO:0007074	ENCFF388IXL	DND-41
2171	TF	EZH2	EFO:0007074	ENCFF508TID	DND-41
2172	TF	CTCF	EFO:0002167	ENCFF164RIU	DOHH2
2173	TF	EZH2phosphoT487	EFO:0002167	ENCFF793OQR	DOHH2
2174	TF	CTCF	EFO:0002783	ENCFF031WEA	GM06990
2175	TF	ZNF274	EFO:0005333	ENCFF161LMP	GM08714
2176	TF	CTCF	EFO:0005334	ENCFF611FVS	GM10248
2177	TF	CTCF	EFO:0005335	ENCFF178PUI	GM10266
2178	TF	POLR2A	EFO:0005336	ENCFF195PBD	GM10847
2179	TF	CTCF	EFO:0005353	ENCFF719UZS	GM12801
2180	TF	CTCF	EFO:0005337	ENCFF966VCV	GM12864
2181	TF	CTCF	EFO:0005338	ENCFF541DDH	GM12865
2182	TF	CTCF	EFO:0001159	ENCFF867MAL	GM12872
2183	TF	CTCF	EFO:0001160	ENCFF696PHF	GM12873
2184	TF	CTCF	EFO:0001161	ENCFF910AWG	GM12874
2185	TF	CTCF	EFO:0001162	ENCFF456NUW	GM12875
2186	TF	ARID3A	EFO:0002784	ENCFF531CLQ	GM12878
2187	TF	ARNT	EFO:0002784	ENCFF596RIT	GM12878
2188	TF	ASH2L	EFO:0002784	ENCFF096XRG	GM12878
2189	TF	ATF2	EFO:0002784	ENCFF973FKS	GM12878
2190	TF	ATF3	EFO:0002784	ENCFF882AEU	GM12878
2191	TF	ATF7	EFO:0002784	ENCFF277FJJ	GM12878
2192	TF	BACH1	EFO:0002784	ENCFF631RZH	GM12878
2193	TF	BATF	EFO:0002784	ENCFF728KFD	GM12878
2194	TF	BCL11A	EFO:0002784	ENCFF824QXX	GM12878
2195	TF	BCL3	EFO:0002784	ENCFF452NTN	GM12878
2196	TF	BCLAF1	EFO:0002784	ENCFF055QPX	GM12878
2197	TF	BHLHE40	EFO:0002784	ENCFF445XYV	GM12878
2198	TF	BMI1	EFO:0002784	ENCFF160PIE	GM12878
2199	TF	BRCA1	EFO:0002784	ENCFF303GOQ	GM12878
2200	TF	CBFB	EFO:0002784	ENCFF876CUT	GM12878
2201	TF	CBX3	EFO:0002784	ENCFF670JSE	GM12878
2202	TF	CBX5	EFO:0002784	ENCFF864AYJ	GM12878
2203	TF	CEBPB	EFO:0002784	ENCFF864EON	GM12878
2204	TF	CEBPZ	EFO:0002784	ENCFF639KLW	GM12878
2205	TF	CHD1	EFO:0002784	ENCFF753HYW	GM12878
2206	TF	CHD2	EFO:0002784	ENCFF351VXQ	GM12878
2207	TF	CHD4	EFO:0002784	ENCFF403JIP	GM12878
2208	TF	CREB1	EFO:0002784	ENCFF053UZX	GM12878
2209	TF	CREM	EFO:0002784	ENCFF294IGP	GM12878
2210	TF	CTCF	EFO:0002784	ENCFF796WRU	GM12878
2211	TF	CUX1	EFO:0002784	ENCFF451AII	GM12878
2212	TF	DPF2	EFO:0002784	ENCFF003ZLG	GM12878
2213	TF	E2F4	EFO:0002784	ENCFF744QAC	GM12878
2214	TF	E2F8	EFO:0002784	ENCFF961ZFW	GM12878
2215	TF	E4F1	EFO:0002784	ENCFF855PXT	GM12878
2216	TF	EBF1	EFO:0002784	ENCFF895MHN	GM12878
2217	TF	EED	EFO:0002784	ENCFF519PDZ	GM12878
2218	TF	EGR1	EFO:0002784	ENCFF637UJN	GM12878
2219	TF	ELF1	EFO:0002784	ENCFF479HJF	GM12878
2220	TF	ELK1	EFO:0002784	ENCFF164MPE	GM12878
2221	TF	EP300	EFO:0002784	ENCFF718TWQ	GM12878
2222	TF	ESRRA	EFO:0002784	ENCFF660PIB	GM12878
2223	TF	ETS1	EFO:0002784	ENCFF568AZT	GM12878
2224	TF	ETV6	EFO:0002784	ENCFF151UJT	GM12878
2225	TF	EZH2	EFO:0002784	ENCFF339YTO	GM12878
2226	TF	FOS	EFO:0002784	ENCFF571DGT	GM12878
2227	TF	FOXK2	EFO:0002784	ENCFF639XYN	GM12878
2228	TF	FOXM1	EFO:0002784	ENCFF549GKZ	GM12878
2229	TF	GABPA	EFO:0002784	ENCFF093KLR	GM12878
2230	TF	GATAD2B	EFO:0002784	ENCFF963DVH	GM12878
2231	TF	HCFC1	EFO:0002784	ENCFF479QQB	GM12878
2232	TF	HDAC2	EFO:0002784	ENCFF581FMI	GM12878
2233	TF	HDAC6	EFO:0002784	ENCFF588SBL	GM12878
2234	TF	HDGF	EFO:0002784	ENCFF626TYH	GM12878
2235	TF	HSF1	EFO:0002784	ENCFF663ODL	GM12878
2236	TF	IKZF1	EFO:0002784	ENCFF448JWW	GM12878
2237	TF	IKZF2	EFO:0002784	ENCFF511HZB	GM12878
2238	TF	IRF3	EFO:0002784	ENCFF887WLX	GM12878
2239	TF	IRF4	EFO:0002784	ENCFF113VGD	GM12878
2240	TF	IRF5	EFO:0002784	ENCFF478SRO	GM12878
2241	TF	JUNB	EFO:0002784	ENCFF912OPT	GM12878
2242	TF	JUND	EFO:0002784	ENCFF134BQO	GM12878
2243	TF	KAT2A	EFO:0002784	ENCFF333PDI	GM12878
2244	TF	KDM1A	EFO:0002784	ENCFF996NUD	GM12878
2245	TF	KLF5	EFO:0002784	ENCFF992IBT	GM12878
2246	TF	LARP7	EFO:0002784	ENCFF927IGC	GM12878
2247	TF	MAFK	EFO:0002784	ENCFF436SJS	GM12878
2248	TF	MAX	EFO:0002784	ENCFF361EVH	GM12878
2249	TF	MAZ	EFO:0002784	ENCFF250FJC	GM12878
2250	TF	MEF2A	EFO:0002784	ENCFF826GQU	GM12878
2251	TF	MEF2B	EFO:0002784	ENCFF884QQW	GM12878
2252	TF	MEF2C	EFO:0002784	ENCFF238UKB	GM12878
2253	TF	MLLT1	EFO:0002784	ENCFF652GOE	GM12878
2254	TF	MTA2	EFO:0002784	ENCFF957SRJ	GM12878
2255	TF	MTA3	EFO:0002784	ENCFF475GKK	GM12878
2256	TF	MXI1	EFO:0002784	ENCFF376AEL	GM12878
2257	TF	MYB	EFO:0002784	ENCFF705CGM	GM12878
2258	TF	MYC	EFO:0002784	ENCFF214XPD	GM12878
2259	TF	NBN	EFO:0002784	ENCFF511QTQ	GM12878
2260	TF	NFATC1	EFO:0002784	ENCFF172KBM	GM12878
2261	TF	NFATC3	EFO:0002784	ENCFF002XEC	GM12878
2262	TF	NFIC	EFO:0002784	ENCFF980SDE	GM12878
2263	TF	NFXL1	EFO:0002784	ENCFF057NHJ	GM12878
2264	TF	NFYA	EFO:0002784	ENCFF937QTP	GM12878
2265	TF	NFYB	EFO:0002784	ENCFF156MUM	GM12878
2266	TF	NKRF	EFO:0002784	ENCFF862GDZ	GM12878
2267	TF	NR2C1	EFO:0002784	ENCFF626EEU	GM12878
2268	TF	NR2C2	EFO:0002784	ENCFF782KRV	GM12878
2269	TF	NR2F1	EFO:0002784	ENCFF118UKC	GM12878
2270	TF	NRF1	EFO:0002784	ENCFF864EBU	GM12878
2271	TF	PAX5	EFO:0002784	ENCFF192WNJ	GM12878
2272	TF	PAX8	EFO:0002784	ENCFF934NVD	GM12878
2273	TF	PBX3	EFO:0002784	ENCFF402DQD	GM12878
2274	TF	PKNOX1	EFO:0002784	ENCFF946JFA	GM12878
2275	TF	PML	EFO:0002784	ENCFF242KVU	GM12878
2276	TF	POLR2A	EFO:0002784	ENCFF535TAL	GM12878
2277	TF	POLR2AphosphoS2	EFO:0002784	ENCFF643YBS	GM12878
2278	TF	POLR2AphosphoS5	EFO:0002784	ENCFF107UMF	GM12878
2279	TF	POLR3G	EFO:0002784	ENCFF002CPJ	GM12878
2280	TF	POU2F2	EFO:0002784	ENCFF934JFA	GM12878
2281	TF	PRDM15	EFO:0002784	ENCFF157HQD	GM12878
2282	TF	RAD21	EFO:0002784	ENCFF940IMA	GM12878
2283	TF	RAD51	EFO:0002784	ENCFF345VPL	GM12878
2284	TF	RB1	EFO:0002784	ENCFF844GNV	GM12878
2285	TF	RBBP5	EFO:0002784	ENCFF474JTH	GM12878
2286	TF	RCOR1	EFO:0002784	ENCFF585BRC	GM12878
2287	TF	RELA	EFO:0002784	ENCFF141SMI	GM12878
2288	TF	RELB	EFO:0002784	ENCFF968MBN	GM12878
2289	TF	REST	EFO:0002784	ENCFF262MRD	GM12878
2290	TF	RFX5	EFO:0002784	ENCFF601WHE	GM12878
2291	TF	RUNX3	EFO:0002784	ENCFF346JDW	GM12878
2292	TF	RXRA	EFO:0002784	ENCFF063KLF	GM12878
2293	TF	SIN3A	EFO:0002784	ENCFF013QNV	GM12878
2294	TF	SIX5	EFO:0002784	ENCFF878FBM	GM12878
2295	TF	SKIL	EFO:0002784	ENCFF506SOD	GM12878
2296	TF	SMAD1	EFO:0002784	ENCFF033MGN	GM12878
2297	TF	SMAD5	EFO:0002784	ENCFF485GWN	GM12878
2298	TF	SMARCA5	EFO:0002784	ENCFF550FDV	GM12878
2299	TF	SMC3	EFO:0002784	ENCFF837YJA	GM12878
2300	TF	SP1	EFO:0002784	ENCFF038AVV	GM12878
2301	TF	SPI1	EFO:0002784	ENCFF492ZRZ	GM12878
2302	TF	SREBF1	EFO:0002784	ENCFF397YRO	GM12878
2303	TF	SREBF2	EFO:0002784	ENCFF896MPE	GM12878
2304	TF	SRF	EFO:0002784	ENCFF089YRX	GM12878
2305	TF	STAT1	EFO:0002784	ENCFF973ACG	GM12878
2306	TF	STAT3	EFO:0002784	ENCFF029PAA	GM12878
2307	TF	STAT5A	EFO:0002784	ENCFF006GSY	GM12878
2308	TF	SUZ12	EFO:0002784	ENCFF894BBO	GM12878
2309	TF	TAF1	EFO:0002784	ENCFF502IPK	GM12878
2310	TF	TARDBP	EFO:0002784	ENCFF847AAV	GM12878
2311	TF	TBL1XR1	EFO:0002784	ENCFF276QRH	GM12878
2312	TF	TBP	EFO:0002784	ENCFF099PYR	GM12878
2313	TF	TBX21	EFO:0002784	ENCFF170IZO	GM12878
2314	TF	TCF12	EFO:0002784	ENCFF154RAJ	GM12878
2315	TF	TCF3	EFO:0002784	ENCFF700TAS	GM12878
2316	TF	TCF7	EFO:0002784	ENCFF900GTF	GM12878
2317	TF	TRIM22	EFO:0002784	ENCFF796RRA	GM12878
2318	TF	UBTF	EFO:0002784	ENCFF014PHS	GM12878
2319	TF	USF1	EFO:0002784	ENCFF879TPT	GM12878
2320	TF	USF2	EFO:0002784	ENCFF196JQW	GM12878
2321	TF	WRNIP1	EFO:0002784	ENCFF855UKX	GM12878
2322	TF	YBX1	EFO:0002784	ENCFF488IGF	GM12878
2323	TF	YY1	EFO:0002784	ENCFF446ZSX	GM12878
2324	TF	ZBED1	EFO:0002784	ENCFF753UAX	GM12878
2325	TF	ZBTB11	EFO:0002784	ENCFF083GTV	GM12878
2326	TF	ZBTB33	EFO:0002784	ENCFF845VSZ	GM12878
2327	TF	ZBTB4	EFO:0002784	ENCFF880BEK	GM12878
2328	TF	ZBTB40	EFO:0002784	ENCFF171FMR	GM12878
2329	TF	ZEB1	EFO:0002784	ENCFF703XCL	GM12878
2330	TF	ZFP36	EFO:0002784	ENCFF627JQX	GM12878
2331	TF	ZNF143	EFO:0002784	ENCFF201RBX	GM12878
2332	TF	ZNF207	EFO:0002784	ENCFF854NOE	GM12878
2333	TF	ZNF217	EFO:0002784	ENCFF131ALE	GM12878
2334	TF	ZNF24	EFO:0002784	ENCFF664TYB	GM12878
2335	TF	ZNF274	EFO:0002784	ENCFF034UEJ	GM12878
2336	TF	ZNF384	EFO:0002784	ENCFF955FRU	GM12878
2337	TF	ZNF592	EFO:0002784	ENCFF510ZBJ	GM12878
2338	TF	ZNF622	EFO:0002784	ENCFF359PUY	GM12878
2339	TF	ZNF687	EFO:0002784	ENCFF734BGL	GM12878
2340	TF	ZSCAN29	EFO:0002784	ENCFF828NYA	GM12878
2341	TF	ZZZ3	EFO:0002784	ENCFF535WUH	GM12878
2342	TF	PAX5	EFO:0002785	ENCFF444NKK	GM12891
2343	TF	POLR2A	EFO:0002785	ENCFF909CTD	GM12891
2344	TF	POLR2AphosphoS5	EFO:0002785	ENCFF697XFY	GM12891
2345	TF	POU2F2	EFO:0002785	ENCFF393WDK	GM12891
2346	TF	SPI1	EFO:0002785	ENCFF436BZD	GM12891
2347	TF	TAF1	EFO:0002785	ENCFF501LDN	GM12891
2348	TF	YY1	EFO:0002785	ENCFF246AME	GM12891
2349	TF	PAX5	EFO:0002786	ENCFF773YTH	GM12892
2350	TF	POLR2A	EFO:0002786	ENCFF680DFX	GM12892
2351	TF	POLR2AphosphoS5	EFO:0002786	ENCFF669WHO	GM12892
2352	TF	TAF1	EFO:0002786	ENCFF594SQR	GM12892
2353	TF	YY1	EFO:0002786	ENCFF329MHR	GM12892
2354	TF	CTCF	EFO:0005345	ENCFF679GGX	GM13976
2355	TF	CTCF	EFO:0005346	ENCFF612VSV	GM13977
2356	TF	POLR2A	EFO:0005347	ENCFF129APS	GM15510
2357	TF	POLR2A	EFO:0005332	ENCFF292PBX	GM18505
2358	TF	POLR2A	EFO:0005348	ENCFF258NNN	GM18526
2359	TF	POLR2A	EFO:0005349	ENCFF341YAZ	GM18951
2360	TF	POLR2A	EFO:0005350	ENCFF658XFZ	GM19099
2361	TF	POLR2A	EFO:0005351	ENCFF519DDH	GM19193
2362	TF	CTCF	EFO:0005352	ENCFF419PTP	GM20000
2363	TF	EZH2	EFO:0005723	ENCFF940MZW	GM23248
2364	TF	EZH2phosphoT487	EFO:0005723	ENCFF796DQA	GM23248
2365	TF	CREB1	EFO:0007950	ENCFF832IIP	GM23338
2366	TF	CTCF	EFO:0007950	ENCFF217XSM	GM23338
2367	TF	ETS1	EFO:0007950	ENCFF885QNY	GM23338
2368	TF	EZH2	EFO:0007950	ENCFF134QBM	GM23338
2369	TF	JUNB	EFO:0007950	ENCFF990APR	GM23338
2370	TF	NANOG	EFO:0007950	ENCFF658GFZ	GM23338
2371	TF	POLR2AphosphoS5	EFO:0007950	ENCFF464QMU	GM23338
2372	TF	POU5F1	EFO:0007950	ENCFF812XMR	GM23338
2373	TF	REST	EFO:0007950	ENCFF206NAT	GM23338
2374	TF	ZNF114	EFO:0007950	ENCFF368TYC	GM23338
2375	TF	ZNF331	EFO:0007950	ENCFF379GSW	GM23338
2376	TF	ZNF462	EFO:0007950	ENCFF477RJN	GM23338
2377	TF	ASH2L	EFO:0003042	ENCFF693FGQ	H1
2378	TF	ATF2	EFO:0003042	ENCFF352KLD	H1
2379	TF	ATF3	EFO:0003042	ENCFF440FTA	H1
2380	TF	BACH1	EFO:0003042	ENCFF749UPP	H1
2381	TF	BCL11A	EFO:0003042	ENCFF262EKX	H1
2382	TF	BRCA1	EFO:0003042	ENCFF721TNS	H1
2383	TF	CBX5	EFO:0003042	ENCFF218OXB	H1
2384	TF	CBX8	EFO:0003042	ENCFF483UZG	H1
2385	TF	CEBPB	EFO:0003042	ENCFF823KCM	H1
2386	TF	CHD1	EFO:0003042	ENCFF731EYW	H1
2387	TF	CHD2	EFO:0003042	ENCFF726GBF	H1
2388	TF	CHD7	EFO:0003042	ENCFF338IDU	H1
2389	TF	CREB1	EFO:0003042	ENCFF978KGB	H1
2390	TF	CTBP2	EFO:0003042	ENCFF501VJW	H1
2391	TF	CTCF	EFO:0003042	ENCFF023LAA	H1
2392	TF	E2F6	EFO:0003042	ENCFF174AVU	H1
2393	TF	EGR1	EFO:0003042	ENCFF100KKH	H1
2394	TF	EP300	EFO:0003042	ENCFF244VKF	H1
2395	TF	EZH2	EFO:0003042	ENCFF414CAB	H1
2396	TF	FOSL1	EFO:0003042	ENCFF428RHR	H1
2397	TF	GABPA	EFO:0003042	ENCFF308NZT	H1
2398	TF	GTF2F1	EFO:0003042	ENCFF138MYA	H1
2399	TF	HDAC2	EFO:0003042	ENCFF486IQC	H1
2400	TF	HDAC6	EFO:0003042	ENCFF802HUU	H1
2401	TF	JUN	EFO:0003042	ENCFF821GUI	H1
2402	TF	JUND	EFO:0003042	ENCFF287KKY	H1
2403	TF	KDM1A	EFO:0003042	ENCFF759CSN	H1
2404	TF	KDM4A	EFO:0003042	ENCFF021QGZ	H1
2405	TF	KDM5A	EFO:0003042	ENCFF471OCM	H1
2406	TF	MAFK	EFO:0003042	ENCFF710YJK	H1
2407	TF	MAX	EFO:0003042	ENCFF460LNS	H1
2408	TF	MXI1	EFO:0003042	ENCFF727RNJ	H1
2409	TF	MYC	EFO:0003042	ENCFF270GMO	H1
2410	TF	NANOG	EFO:0003042	ENCFF435DTC	H1
2411	TF	NRF1	EFO:0003042	ENCFF414RES	H1
2412	TF	PHF8	EFO:0003042	ENCFF467WAD	H1
2413	TF	POLR2A	EFO:0003042	ENCFF322DAE	H1
2414	TF	POLR2AphosphoS5	EFO:0003042	ENCFF872MKT	H1
2415	TF	POU5F1	EFO:0003042	ENCFF383EYO	H1
2416	TF	RAD21	EFO:0003042	ENCFF883FUW	H1
2417	TF	RBBP5	EFO:0003042	ENCFF610PCN	H1
2418	TF	REST	EFO:0003042	ENCFF649VNE	H1
2419	TF	RFX5	EFO:0003042	ENCFF142NQQ	H1
2420	TF	RNF2	EFO:0003042	ENCFF241UKW	H1
2421	TF	RXRA	EFO:0003042	ENCFF745EBL	H1
2422	TF	SAP30	EFO:0003042	ENCFF043HXQ	H1
2423	TF	SIN3A	EFO:0003042	ENCFF156JCN	H1
2424	TF	SIRT6	EFO:0003042	ENCFF219XEX	H1
2425	TF	SIX5	EFO:0003042	ENCFF384KWP	H1
2426	TF	SP1	EFO:0003042	ENCFF284JVS	H1
2427	TF	SP2	EFO:0003042	ENCFF309QRC	H1
2428	TF	SP4	EFO:0003042	ENCFF257FUV	H1
2429	TF	SRF	EFO:0003042	ENCFF648QJE	H1
2430	TF	SUZ12	EFO:0003042	ENCFF233GVJ	H1
2431	TF	TAF1	EFO:0003042	ENCFF886BPR	H1
2432	TF	TAF7	EFO:0003042	ENCFF243PSJ	H1
2433	TF	TBP	EFO:0003042	ENCFF817TGF	H1
2434	TF	TCF12	EFO:0003042	ENCFF959HJP	H1
2435	TF	TEAD4	EFO:0003042	ENCFF885PQR	H1
2436	TF	USF1	EFO:0003042	ENCFF978MNS	H1
2437	TF	USF2	EFO:0003042	ENCFF346KIW	H1
2438	TF	YY1	EFO:0003042	ENCFF376FVJ	H1
2439	TF	ZNF143	EFO:0003042	ENCFF235ROG	H1
2440	TF	ZNF274	EFO:0003042	ENCFF718OGI	H1
2441	TF	CTCF	EFO:0002782	ENCFF278EKO	H54
2442	TF	POLR2A	EFO:0002782	ENCFF226BZE	H54
2443	TF	CTCF	EFO:0003045	ENCFF101UJJ	H9
2444	TF	ATF3	EFO:0002824	ENCFF868BGR	HCT116
2445	TF	CBX3	EFO:0002824	ENCFF423XAH	HCT116
2446	TF	CEBPB	EFO:0002824	ENCFF963FVR	HCT116
2447	TF	CTCF	EFO:0002824	ENCFF463FGL	HCT116
2448	TF	EGR1	EFO:0002824	ENCFF822VKJ	HCT116
2449	TF	ELF1	EFO:0002824	ENCFF420PYW	HCT116
2450	TF	EZH2	EFO:0002824	ENCFF809YPD	HCT116
2451	TF	EZH2phosphoT487	EFO:0002824	ENCFF760MKH	HCT116
2452	TF	FOSL1	EFO:0002824	ENCFF936WPZ	HCT116
2453	TF	JUND	EFO:0002824	ENCFF378LWF	HCT116
2454	TF	MAX	EFO:0002824	ENCFF214KLO	HCT116
2455	TF	POLR2A	EFO:0002824	ENCFF848IHI	HCT116
2456	TF	POLR2AphosphoS5	EFO:0002824	ENCFF229YMU	HCT116
2457	TF	RAD21	EFO:0002824	ENCFF391AAM	HCT116
2458	TF	REST	EFO:0002824	ENCFF866PJC	HCT116
2459	TF	SIN3A	EFO:0002824	ENCFF493SWH	HCT116
2460	TF	SP1	EFO:0002824	ENCFF600MKH	HCT116
2461	TF	SRF	EFO:0002824	ENCFF502RNC	HCT116
2462	TF	TCF7L2	EFO:0002824	ENCFF845TYG	HCT116
2463	TF	TEAD4	EFO:0002824	ENCFF008LFE	HCT116
2464	TF	USF1	EFO:0002824	ENCFF725PAR	HCT116
2465	TF	YY1	EFO:0002824	ENCFF451EDW	HCT116
2466	TF	ZBTB33	EFO:0002824	ENCFF141RIH	HCT116
2467	TF	ZFX	EFO:0002824	ENCFF858YWR	HCT116
2468	TF	ZNF274	EFO:0002824	ENCFF274VMH	HCT116
2469	TF	AEBP2	EFO:0001182	ENCFF695WON	HEK293
2470	TF	ATF2	EFO:0001182	ENCFF182MPY	HEK293
2471	TF	BCL11A	EFO:0001182	ENCFF972WFM	HEK293
2472	TF	BCL11B	EFO:0001182	ENCFF188WLZ	HEK293
2473	TF	BCL6B	EFO:0001182	ENCFF884UOX	HEK293
2474	TF	CTCF	EFO:0001182	ENCFF521EHU	HEK293
2475	TF	EGR2	EFO:0001182	ENCFF501WRO	HEK293
2476	TF	ELK4	EFO:0001182	ENCFF226QHL	HEK293
2477	TF	FEZF1	EFO:0001182	ENCFF850UEN	HEK293
2478	TF	GFI1B	EFO:0001182	ENCFF199YAZ	HEK293
2479	TF	GLI2	EFO:0001182	ENCFF576SDC	HEK293
